simulations,sup_deviation,pointwise_deviation,ratio,power_prediction,log_prediction
100,0.9699206910593163,0.6895512462387792,1.4065969662876228,2.51188643150958,1.3572280848830225
1000,1.279933951193842,0.6739095557944446,1.8992666600267745,3.9810717055349727,1.66225813626911
10000,1.0824820439400396,0.5691526479413836,1.9019186642728632,6.309573444801933,1.9194103648752325
