simulations,at_centre,at_offset,shape_ratio,limit_shape_ratio,fraction_of_limit,curvature,limit_curvature,curvature_fraction
100,7.853764667108555,12.95899015163729,1.6500354544501874,3.080216848918031,0.5356880815160092,4.0396387924153725,10.026513098524001,0.4028956779610697
1000,8.498616846715203,15.862252497982412,1.8664510689305078,3.080216848918031,0.6059479447319187,5.414561262058758,10.026513098524001,0.540024354314745
10000,9.068390877104498,18.974421032570195,2.092369119253123,3.080216848918031,0.6792927971899435,6.75400092422073,10.026513098524001,0.6736141326355005
1000000,9.732952592264123,24.453926342404493,2.512487974290637,3.080216848918031,0.8156854200616374,8.719989634186572,10.026513098524001,0.8696931374348115
10000000000,10.012092626505968,29.750680518945707,2.9714747584519836,3.080216848918031,0.9646966120244929,9.924815239824763,10.026513098524001,0.9898571060846458
